# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
23517        5   55307748   55425581      1       1  321      0.18829   -1.3878e-16      0.18829
8611         5   55424842   55535370      1       1  323      0.20553   -1.3878e-16      0.20553
133396       5   55840334   55922854      1       1  321       1.7057   -2.2204e-16       1.7057
5144         5   58969038   60522120      2       1  320      0.45757   -1.1102e-16      0.45757
57688        5   61332273   61546172      1       1  322      -1.3934   -2.2204e-16      -1.3934
401190       5   64505539   64614657      1       1  314      -1.9117   -2.2204e-16      -1.9117
64105        5   65508067   65563189      1       1  322       -0.277   -1.1102e-16       -0.277
23398        5   65563236   65587549      1       1  320     -0.38624   -1.1102e-16     -0.38624
140890       5   66144218   66183616      1       1  322     -0.15484   -1.3878e-16     -0.15484
375449       5   66596348   67169598      2       1  322     -0.50022   -1.1102e-16     -0.50022
55814        5   71455383   71581062      3       2  322      0.67361   -1.1102e-16      0.67361
115548       5   72955981   73090522      1       1  323      -1.6387   -2.2204e-16      -1.6387
256006       5   75068297   75236887      1       1  323      0.21712   -1.3878e-16      0.21712
51426        5   75511043   75599823      2       1  320      0.54208   -1.1102e-16      0.54208
728780       5   75611218   75671846      1       1  322       1.3107   -2.2204e-16       1.3107
134359       5   75674198   75717488      1       1  321    -0.042971   -1.3184e-16    -0.042971
10788        5   76403255   76708132      2       1  323      -1.8162   -2.2204e-16      -1.8162
170591       5   76850001   76952882      1       1  310     -0.37256   -1.1102e-16     -0.37256
8622         5   77180262   77428256      2       1  319     -0.92144   -1.1102e-16     -0.92144
55255        5   77430933   77620611      1       1  322      -1.4043   -2.2204e-16      -1.4043
6902         5   77691169   77776361      1       1  321   -0.0098771    -1.301e-16   -0.0098771
8546         5   78002326   78294755      1       1  322      -0.1536   -1.3878e-16      -0.1536
9522         5   78360503   78480739      2       1  321      -2.2243             0      -2.2243
411          5   78777209   78986534      1       1  322       1.2987   -2.2204e-16       1.2987
29958        5   78997564   79069674      2       1  322      0.49977   -1.1102e-16      0.49977
9456         5   79373824   79513836      1       1  320      0.68701   -1.1102e-16      0.68701
256987       5   80111227   80256082      1       1  322      -1.2217   -2.2204e-16      -1.2217
134526       5   81329991   81394169      1       1  321      0.76312   -1.1102e-16      0.76312
23635        5   81417360   81751253      2       1  319      0.89723   -1.1102e-16      0.89723
6228         5   82273320   82278416      1       1  319      0.45745   -1.1102e-16      0.45745
105379072    5   89003917   89468238      2       1  322      0.58881   -1.1102e-16      0.58881
153364       5   90458203   90474768      1       1  317      -0.4169   -1.1102e-16      -0.4169
84059        5   90558800   91164223      1       1  320      0.93996   -1.1102e-16      0.93996
83989        5   93617725   94111699      1       1  313      0.48586   -1.1102e-16      0.48586
285600       5   94150851   94618604      2       1  321     -0.84841   -1.1102e-16     -0.84841
79772        5   94703690   95284575      2       1  321       1.4394   -2.2204e-16       1.4394
153642       5   95555111   95605102      1       1  323      0.71135   -1.1102e-16      0.71135
1105         5   98855204   98928623      1       1  322       0.6685   -1.1102e-16       0.6685
7903         5  100806935  100903285      1       1  322    -0.070223    -1.249e-16    -0.070223
5066         5  102755276  103031105      1       1  322      0.60935   -1.1102e-16      0.60935
1946         5  107376889  107670895      1       1  321      -1.0882   -2.2204e-16      -1.0882
64839        5  107859033  108382098      5       3  321     -0.34935   -1.1102e-16     -0.34935
2241         5  108746085  109187674      1       1  317       0.4046   -1.1102e-16       0.4046
9867         5  109334709  109409974      1       1  323      0.16257   -1.3878e-16      0.16257
4124         5  109689366  109869625      1       1  318      0.36638   -1.1102e-16      0.36638
642987       5  110387273  110738921      3       2  322      0.41539   -1.1102e-16      0.41539
64097        5  112142319  112419490      2       1  318       1.6951   -2.2204e-16       1.6951
4163         5  113022099  113488830      2       1  320         1.33   -2.2204e-16         1.33
64848        5  113513683  113595287      1       1  319     -0.26566   -1.1102e-16     -0.26566
3781         5  114056006  114496500      2       1  322      -2.1309             0      -2.1309
55521        5  115124762  115180546      2       1  323       1.9771   -2.2204e-16       1.9771
206338       5  115954903  116027606      2       1  322      -1.2483   -2.2204e-16      -1.2483
51397        5  116083645  116412683      2       1  321      0.64923   -1.1102e-16      0.64923
285605       5  118836074  118988545      1       1  321      0.88365   -1.1102e-16      0.88365
1657         5  119071014  119249129      2       1  321     -0.87809   -1.1102e-16     -0.87809
51334        5  120464278  120687332      2       1  315     -0.41096   -1.1102e-16     -0.41096
6643         5  122774996  122834539      1       1  311       1.8279   -2.2204e-16       1.8279
28966        5  122845465  123029276      2       1  320      -1.4542   -2.2204e-16      -1.4542
93166        5  123035985  123194266      1       1  322      0.65689   -1.1102e-16      0.65689
57507        5  124636913  124748824      1       1  323      -1.1198   -2.2204e-16      -1.1198
115123       5  126867714  127032402      1       1  323      0.47374   -1.1102e-16      0.47374
6558         5  128083791  128189688      1       1  320      -2.3589             0      -2.3589
2201         5  128257909  128538042      1       1  323      -1.7277   -2.2204e-16      -1.7277
171019       5  129460399  129738763      1       1  323     -0.42963   -1.1102e-16     -0.42963
337876       5  129903408  130186678      3       2  319      0.84676   -1.1102e-16      0.84676
51735        5  131423921  131635236      2       1  322     -0.74517   -1.1102e-16     -0.74517
96459        5  131641714  131797063      1       1  322      -1.5613   -2.2204e-16      -1.5613
728637       5  131806990  131945698      1       1  322       1.3751   -2.2204e-16       1.3751
23305        5  131949973  132012068      1       1  322     -0.79715   -1.1102e-16     -0.79715
27125        5  132875379  132963662      1       1  323        1.114   -2.2204e-16        1.114
23105        5  133194827  133842066      1       1  317      0.31679   -1.1102e-16      0.31679
347732       5  134967906  135011707      1       1  323        0.488   -1.1102e-16        0.488
100996485    5  135033280  135344680      1       1  323      0.12604   -1.3878e-16      0.12604
4090         5  136132845  136182734      1       1  323      0.17588   -1.3878e-16      0.17588
57113        5  136212765  136365476      1       1  322      0.52415   -1.1102e-16      0.52415
6695         5  136975298  137499329      2       1  322     -0.12026    -1.249e-16     -0.12026
51306        5  137937949  138051961      1       1  323       -1.578   -2.2204e-16       -1.578
51523        5  139648716  139683882      1       1  317    -0.094554    -1.249e-16    -0.094554
84249        5  139721903  139844466      1       1  322     -0.45381   -1.1102e-16     -0.45381
54882        5  140401814  140539856      3       2  320    -0.045111   -1.3184e-16    -0.045111
404734       5  140401814  140549578      3       2  320    -0.045111   -1.3184e-16    -0.045111
3035         5  140673904  140691727      1       1  322   -0.0083144    -1.301e-16   -0.0083144
56147        5  140786136  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56146        5  140794859  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56145        5  140801198  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56144        5  140807074  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56143        5  140821776  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56142        5  140827922  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56141        5  140834384  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56140        5  140841322  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
9752         5  140847772  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56139        5  140855883  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56138        5  140867513  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56137        5  140875302  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56136        5  140882269  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56135        5  140926717  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56134        5  140966162  141012344      1       1  321      0.75061   -1.1102e-16      0.75061
56114        5  141330685  141512979      1       1  309      0.29112   -1.1102e-16      0.29112
56113        5  141338760  141512979      1       1  309      0.29112   -1.1102e-16      0.29112
56112        5  141344034  141512979      1       1  309      0.29112   -1.1102e-16      0.29112
56104        5  141350261  141512979      1       1  309      0.29112   -1.1102e-16      0.29112
