GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
23500        6   39792366   39904877      1       1  321       0.6865       0.2462
57497        6   40391099   40587464      4       2  321       1.6662     0.047839
129685       6   42050513   42087462      1       1  316     -0.07801      0.53109
55809        6   42224933   42452205      1       1  321     -0.86132      0.80547
4201         6   42980344   43017087      1       1  323      0.30706       0.3794
5528         6   42984499   43012345      1       1  323      0.30706       0.3794
116138       6   43014103   43021298      1       1  313      -1.1876       0.8825
9587         6   43629542   43640952      1       1  321       2.3808    0.0086375
2030         6   44219505   44234151      1       1  307      0.13044      0.44811
441151       6   44270743   44279445      1       1  323       2.0018     0.022651
8464         6   44807499   45378051      1       1  319      0.50033      0.30842
53405        6   45898451   46080348      1       1  321      -1.1396      0.87278
7941         6   46704316   46735701      1       1  321     -0.59501      0.72408
27242        6   47231527   47309976      1       1  321      0.49965      0.30866
7180         6   49676659   49714198      1       1  320     -0.24812      0.59798
5314         6   51614685   52087625      1       1  322      0.84359      0.19945
114327       6   52420196   52495785      1       1  319    -0.067379      0.52686
60481        6   53267398   53349179      1       1  319     -0.54598      0.70746
55227        6   53794497   53924610      1       1  323     -0.61672      0.73129
90523        6   54010979   54266280      2       1  321     -0.84009      0.79957
3062         6   55174273   55282620      1       1  323      0.11352      0.45481
54511        6   55434373   55679668      1       1  320    -0.090739      0.53615
81578        6   56056590   56394122      1       1  322     -0.26597      0.60487
667          6   56457987   56954628      3       2  321       2.9729     0.001475
221336       6   56954975   57027652      1       1  322     -0.68421      0.75308
9532         6   57172306   57185215      1       1  322     -0.48235      0.68522
202559       6   61630484   62286195      2       1  321     -0.76968      0.77926
346007       6   63719980   65707225      4       2  321     -0.48147      0.68491
577          6   68635282   69389511      3       2  319      0.65567      0.25602
60682        6   70667771   70862015      1       1  319     -0.21498      0.58511
22999        6   71886703   72403143      1       1  320     -0.40462      0.65712
55510        6   73394562   73417566      1       1  319      -1.3218      0.90688
1303         6   75084326   75206202      1       1  322      -0.1057      0.54209
26054        6   75601509   75718285      1       1  321      0.63999      0.26109
4646         6   75749176   75919537      1       1  322      0.69314      0.24411
3617         6   75921114   76072678      1       1  323      0.93045      0.17607
55023        6   78934419   79078294      1       1  307       1.3145     0.094339
83699        6   79631283   79703670      1       1  320      0.13183      0.44756
594          6   80106627   80346270      2       1  322      -1.4255        0.923
23033        6   83067660   83168471      1       1  319      -1.5645      0.94115
4199         6   83210389   83431741      2       1  320      -0.4251      0.66462
22832        6   84124241   84227890      1       1  321      0.88767      0.18736
135293       6   89096753   89165569      1       1  322       2.2885     0.011054
2569         6   89177504   89231288      1       1  323      0.33048      0.37052
60468        6   89926528   90296908      1       1  322       1.3965     0.081287
6885         6   90513573   90587301      1       1  315       1.4753     0.070063
2045         6   93240020   93419584      2       1  322       1.0058      0.15725
10690        6   96015969   96215612      1       1  320      0.93976      0.17367
114792       6   96898013   97142614      1       1  321       1.1283       0.1296
84553        6   99272915   99350122      1       1  323        1.309     0.095262
85015        6   99432306   99515777      2       1  321      0.57633       0.2822
10973        6  100508194  100881372      2       1  320      -1.7604      0.96083
2898         6  101393708  102070083      2       1  320      0.46133      0.32228
57531        6  104682659  104859919      1       1  322     -0.63999      0.73891
389421       6  104936999  105083332      1       1  321       0.5615      0.28723
5550         6  105277567  105403124      1       1  322     -0.41765       0.6619
9474         6  106184476  106325820      1       1  322     -0.50714      0.69397
202          6  106360808  106570451      2       1  323      0.11609      0.45379
57107        6  107152557  107459702      1       1  323      0.62109      0.26727
246269       6  108294894  108525548      1       1  320      0.57602       0.2823
27244        6  108986437  109094505      1       1  321      -2.0056      0.97755
100996634    6  109217301  109285010      1       1  323      -1.5385      0.93804
221264       6  109492855  109691212      1       1  320      0.23493      0.40713
85413        6  110424685  110476641      1       1  319      0.54758      0.29199
23097        6  110609978  110816516      1       1  321     -0.22238      0.58799
262          6  110814621  110895713      1       1  323      0.16686      0.43374
2534         6  111660332  111873452      1       1  323       1.1716      0.12067
3910         6  112107931  112254722      1       1  323     -0.75079      0.77361
