GL000009.2	56140	58376		ENSG00000278704	
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905431.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905432.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905433.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905434.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905435.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905436.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905437.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905438.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905754.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905755.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905756.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905757.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905758.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905759.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905760.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905761.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905762.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905763.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905764.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905765.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905768.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905769.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905770.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905771.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905772.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905773.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905774.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905775.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905776.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905777.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905778.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905779.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905780.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905781.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905782.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905783.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905784.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905785.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905786.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905787.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905788.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905791.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905792.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905793.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905794.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905795.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905796.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905797.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905798.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905800.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905801.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905802.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905803.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905804.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905805.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905807.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905819.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905822.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905823.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905824.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905825.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905826.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905827.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905828.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905829.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905830.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905831.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905832.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905833.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905834.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905835.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905836.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905837.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905838.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905839.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905840.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905841.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905842.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905843.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905844.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905845.0
HG2002_PATCH	223369	223487	RNA5S17	ENSG00000285158	124905846.0
HG2002_PATCH	225239	225359	RNA5SP18	ENSG00000284877	
HG2002_PATCH	227568	228706	DUSP5P1	ENSG00000285311	
HG2002_PATCH	229763	229887		ENSG00000285183	
HG2002_PATCH	264417	264828	FTH1P2	ENSG00000285319	
HG2002_PATCH	312483	323668	RHOU	ENSG00000284984	58480.0
HG2021_PATCH	36471	46043	LEUTX	ENSG00000280774	342900.0
HG2021_PATCH	72848	73431		ENSG00000281677	
HG2021_PATCH	85226	94077	DYRK1B	ENSG00000281320	9149.0
HG2021_PATCH	89592	89678	MIR6719	ENSG00000281403	102465974.0
HG2021_PATCH	94334	106255	FBL	ENSG00000280548	2091.0
HG2021_PATCH	123199	209777	FCGBP	ENSG00000281123	8857.0
HG2021_PATCH	218382	218823	PRR13P5	ENSG00000280932	
HG2021_PATCH	246308	256907	PSMC4	ENSG00000281221	5704.0
HG2021_PATCH	259277	296181	ZNF546	ENSG00000281526	339327.0
HG2021_PATCH	298527	300645		ENSG00000281233	
HG2021_PATCH	303403	331374	ZNF780B	ENSG00000281601	163131.0
HG2021_PATCH	323900	366068		ENSG00000281009	
HG2021_PATCH	344295	366081	ZNF780A	ENSG00000280568	284323.0
HG2021_PATCH	365897	369549		ENSG00000280797	
HG2022_PATCH	109155	109314		ENSG00000283272	
HG2022_PATCH	126609	266435		ENSG00000283276	101930420.0
HG2023_PATCH	33800	56132	FRG1	ENSG00000283153	2483.0
HG2023_PATCH	66529	66777	MLLT10P2	ENSG00000283508	
HG2023_PATCH	72832	75309		ENSG00000283127	
HG2023_PATCH	75453	77801	TUBB7P	ENSG00000283593	
HG2023_PATCH	107730	107847	RNA5SP174	ENSG00000283700	
HG2023_PATCH	110290	110408	RNA5SP175	ENSG00000283581	
HG2023_PATCH	114008	115266	DUX4L9	ENSG00000283181	
HG2023_PATCH	116955	119843	FRG2	ENSG00000285063	448831.0
HG2023_PATCH	130673	131156	RARRES2P4	ENSG00000283449	
HG2023_PATCH	157835	158518		ENSG00000292263	
HG2023_PATCH	160550	161824	DUX4L8	ENSG00000283363	
HG2023_PATCH	163856	165127		ENSG00000284383	
HG2023_PATCH	167162	168433		ENSG00000284496	
HG2023_PATCH	170468	171739		ENSG00000284262	
HG2023_PATCH	173774	175045		ENSG00000283767	
HG2023_PATCH	177080	178351		ENSG00000284210	
HG2023_PATCH	180386	181657		ENSG00000283884	
HG2023_PATCH	183692	184963		ENSG00000283955	
HG2023_PATCH	186998	188269		ENSG00000284025	124905408.0
HG2023_PATCH	190304	191575		ENSG00000283878	124905411.0
HG2023_PATCH	193610	194881		ENSG00000284181	124905410.0
HG2023_PATCH	196916	198187		ENSG00000283820	124905409.0
HG2023_PATCH	200222	211819	DUX4	ENSG00000283949	100288687.0
HG2023_PATCH	221606	222069	RPL23AP84	ENSG00000283660	
HG2030_PATCH	31223	35196	OBP2B	ENSG00000280584	29989.0
HG2030_PATCH	50851	54537	LCN1P1	ENSG00000280820	
HG2030_PATCH	76358	102118	ABO	ENSG00000281879	28.0
HG2030_PATCH	128564	128657	Y_RNA	ENSG00000280632	
HG2030_PATCH	143888	144563	LCN1P2	ENSG00000281430	3933.0
HG2030_PATCH	154870	162282	SURF6	ENSG00000281309	6838.0
HG2030_PATCH	163822	163918	Y_RNA	ENSG00000281393	
HG2030_PATCH	164406	174225	MED22	ENSG00000281022	6837.0
HG2030_PATCH	165084	165559	RPL21P81	ENSG00000281699	
HG2030_PATCH	174312	177520	RPL7A	ENSG00000280858	6130.0
HG2030_PATCH	175490	175564	SNORD24	ENSG00000280889	26820.0
HG2030_PATCH	176189	176262	SNORD36B	ENSG00000281243	
HG2030_PATCH	176550	176622	SNORD36A	ENSG00000281907	26815.0
HG2030_PATCH	176775	177487		ENSG00000283984	
HG2030_PATCH	176941	177006	SNORD36C	ENSG00000281541	26813.0
HG2030_PATCH	177852	182770	SURF1	ENSG00000280627	6834.0
HG2030_PATCH	182644	187252	SURF2	ENSG00000281024	6835.0
HG2030_PATCH	187544	202260	SURF4	ENSG00000280951	6836.0
HG2030_PATCH	202460	232190	STKLD1	ENSG00000281245	169436.0
HG2030_PATCH	232153	244190	REXO4	ENSG00000280706	57109.0
HG2030_PATCH	240452	285496	ADAMTS13	ENSG00000281244	11093.0
HG2030_PATCH	286059	296942	CACFD1	ENSG00000280479	11094.0
HG2030_PATCH	297188	305221	SLC2A6	ENSG00000281165	11182.0
HG2031_PATCH	7059	11175	LINC01300	ENSG00000291463	731779.0
HG2031_PATCH	19957	21919		ENSG00000291464	
HG2031_PATCH	23024	33840	GPR20	ENSG00000291465	2843.0
HG2031_PATCH	40757	48783		ENSG00000291472	
HG2031_PATCH	56493	59128	ASTILCS	ENSG00000291466	105375790.0
HG2031_PATCH	58549	99008	PTP4A3	ENSG00000291470	11156.0
HG2031_PATCH	100379	173784	MROH5	ENSG00000291473	389690.0
HG2031_PATCH	101099	104508		ENSG00000291467	
HG2031_PATCH	114029	114103		ENSG00000291468	124900270.0
HG2031_PATCH	125629	126585	HNRNPA1P38	ENSG00000291469	
HG2031_PATCH	173887	176339		ENSG00000291471	
HG2031_PATCH	181192	185291	C8orf90	ENSG00000291474	122455339.0
HG2046_PATCH	991	10231	TNK1	ENSG00000283781	8711.0
HG2046_PATCH	10184	15299	PLSCR3	ENSG00000284009	57048.0
HG2046_PATCH	10191	24554	TMEM256-PLSCR3	ENSG00000284483	
HG2046_PATCH	23432	24554	TMEM256	ENSG00000283771	254863.0
HG2046_PATCH	25331	40317	NLGN2	ENSG00000283859	57555.0
HG2046_PATCH	40560	64538		ENSG00000283843	
HG2046_PATCH	40781	42089	SPEM1	ENSG00000284598	374768.0
HG2046_PATCH	46073	48025	SPEM2	ENSG00000283714	201243.0
HG2046_PATCH	49314	53277	SPEM3	ENSG00000284090	107983988.0
HG2046_PATCH	49318	56735		ENSG00000286184	
HG2046_PATCH	55892	58136	TMEM102	ENSG00000284228	284114.0
HG2046_PATCH	57014	57980		ENSG00000283895	
HG2046_PATCH	58730	65394	FGF11	ENSG00000283903	2256.0
HG2046_PATCH	59616	63784		ENSG00000284222	
HG2046_PATCH	59963	66423		ENSG00000284115	
HG2046_PATCH	65518	78167	CHRNB1	ENSG00000283946	1140.0
HG2046_PATCH	79823	104720	ZBTB4	ENSG00000283868	57659.0
HG2046_PATCH	101789	103953	SLC35G6	ENSG00000284515	643664.0
HG2046_PATCH	104823	135071	POLR2A	ENSG00000284832	5430.0
HG2047_PATCH	10678	10788	RNU6-1004P	ENSG00000285481	
HG2047_PATCH	32306	48880	ORAI1	ENSG00000293604	84876.0
HG2052_PATCH	22105	55172		ENSG00000291475	
HG2052_PATCH	39514	40387	RPSAP28	ENSG00000291476	
HG2052_PATCH	126262	128980	ALMS1-IT1	ENSG00000291477	
HG2052_PATCH	139023	140528		ENSG00000291478	
HG2052_PATCH	310221	311920	NAT8	ENSG00000291479	9027.0
HG2052_PATCH	310581	367007	ALMS1P1	ENSG00000291487	200420.0
HG2052_PATCH	340528	354583	ALMS1P1	ENSG00000291486	
HG2052_PATCH	370074	370838	NAT8B	ENSG00000291485	
HG2052_PATCH	398602	406898	TPRKB	ENSG00000291480	51002.0
HG2052_PATCH	419754	420284		ENSG00000291481	
HG2052_PATCH	430767	431279		ENSG00000291482	
HG2052_PATCH	431280	449630	DUSP11	ENSG00000291483	8446.0
HG2052_PATCH	453681	486646	C2orf78	ENSG00000291484	388960.0
HG2057_PATCH	3107	140252	GCNT2	ENSG00000285222	2651.0
HG2057_PATCH	21920	25430		ENSG00000284750	
HG2057_PATCH	25166	25857		ENSG00000285415	
HG2057_PATCH	85633	86111	RPL21P63	ENSG00000285209	
HG2057_PATCH	144646	145579	GCNT2P1	ENSG00000284885	
HG2057_PATCH	170382	203744		ENSG00000285893	
HG2057_PATCH	182302	205681	C6orf52	ENSG00000285312	347744.0
HG2057_PATCH	185542	185652	Y_RNA	ENSG00000284941	
HG2057_PATCH	205856	220666	PAK1IP1	ENSG00000285226	55003.0
HG2057_PATCH	233799	242013	TMEM14C	ENSG00000284936	51522.0
HG2058_PATCH	6972	7868	DPPA2P2	ENSG00000281316	
HG2058_PATCH	17379	62648	RPS6KA1	ENSG00000281877	6195.0
HG2058_PATCH	42160	42211	MIR1976	ENSG00000280948	100302190.0
HG2058_PATCH	80861	81164	RN7SL679P	ENSG00000281092	
HG2058_PATCH	81558	81659	Y_RNA	ENSG00000280876	
HG2058_PATCH	89987	90050	RNU7-29P	ENSG00000281679	124904769.0
HG2058_PATCH	127995	128232		ENSG00000280806	
HG2058_PATCH	133289	133392		ENSG00000280926	124904813.0
HG2058_PATCH	135065	135299		ENSG00000281805	
HG2060_PATCH	22724	274568	GRM5P1	ENSG00000293525	440040.0
HG2060_PATCH	24996	274566	GRM5P1	ENSG00000285164	
HG2060_PATCH	281927	289702		ENSG00000285500	
HG2060_PATCH	288988	290873		ENSG00000285429	
HG2060_PATCH	297289	303469	TRIM51FP	ENSG00000285143	
HG2062_PATCH	68492	68736	CTBP2P1	ENSG00000281211	
HG2063_PATCH	273538	274045		ENSG00000283163	
HG2066_PATCH	17234	35971	ZNF852	ENSG00000281626	285346.0
HG2066_PATCH	50098	51159	EI24P3	ENSG00000280781	
HG2066_PATCH	54309	54745		ENSG00000281707	
HG2066_PATCH	80547	119527	ZKSCAN7	ENSG00000281894	55888.0
HG2066_PATCH	82711	211007	ZKSCAN7-AS1	ENSG00000281456	100874094.0
HG2066_PATCH	82711	211007	ZKSCAN7-AS1	ENSG00000281456	112840933.0
HG2066_PATCH	103577	125048	ZNF660	ENSG00000280661	285349.0
HG2066_PATCH	105292	106380	MPRIPP1	ENSG00000280795	
HG2066_PATCH	110242	173825	ZNF197	ENSG00000281709	10168.0
HG2066_PATCH	110242	173825	ZNF197	ENSG00000281709	110354863.0
HG2066_PATCH	142482	150151	ZNF197-AS1	ENSG00000280907	100874094.0
HG2066_PATCH	174086	186145	ZNF35	ENSG00000281306	7584.0
HG2066_PATCH	192766	194718		ENSG00000281102	
HG2066_PATCH	234661	236236	SOCS5P3	ENSG00000280872	
HG2066_PATCH	237993	249181	ZNF502	ENSG00000281448	91392.0
HG2066_PATCH	254946	262433	ZNF501	ENSG00000281661	115560.0
HG2066_PATCH	263011	286969	KIAA1143	ENSG00000281665	57456.0
HG2066_PATCH	287071	398726	KIF15	ENSG00000280610	56992.0
HG2066_PATCH	387238	387331	MIR564	ENSG00000284275	693149.0
HG2066_PATCH	387254	391020	TMEM42	ENSG00000280516	131616.0
HG2066_PATCH	399958	440340	TGM4	ENSG00000281886	7047.0
HG2066_PATCH	424528	426275		ENSG00000280701	
HG2067_PATCH	110303	110410	RNA5SP266	ENSG00000284058	
HG2069_PATCH	21954	396164	ITGA9	ENSG00000291488	3680.0
HG2069_PATCH	142990	143052	RNU7-73P	ENSG00000291493	
HG2069_PATCH	263494	434459	ITGA9-AS1	ENSG00000291496	101928153.0
HG2069_PATCH	320767	321557	RPL21P135	ENSG00000291489	
HG2069_PATCH	362578	363102	NDUFAF4P3	ENSG00000291491	
HG2069_PATCH	390065	390874		ENSG00000291494	
HG2069_PATCH	435092	436554		ENSG00000291495	
HG2072_PATCH	29598	107366	IBTK	ENSG00000283068	25998.0
HG2072_PATCH	69950	70052	RNU6-130P	ENSG00000282867	
HG2072_PATCH	133811	134789		ENSG00000282877	
HG2072_PATCH	223676	233472		ENSG00000287304	
HG2072_PATCH	233021	240643	TPBG	ENSG00000283085	7162.0
HG2077_PATCH	877	1209	RPL30P4	ENSG00000291497	
HG2077_PATCH	53371	142101	CNOT10	ENSG00000291502	25904.0
HG2077_PATCH	98861	105680	CNOT10-AS1	ENSG00000291498	100874109.0
HG2077_PATCH	121136	122127	SUGT1P2	ENSG00000291499	
HG2077_PATCH	153872	154342	RPL23AP43	ENSG00000291500	
HG2077_PATCH	186223	266050	TRIM71	ENSG00000291501	131405.0
HG2087_PATCH	2157	17417		ENSG00000288264	
HG2087_PATCH	6744	15268	ELP5	ENSG00000288485	23587.0
HG2087_PATCH	15231	19311	CLDN7	ENSG00000288292	1366.0
HG2087_PATCH	21383	21494	Y_RNA	ENSG00000288215	
HG2087_PATCH	37046	43585	SLC2A4	ENSG00000288174	6517.0
HG2087_PATCH	38275	39399		ENSG00000288371	
HG2087_PATCH	43591	49967	YBX2	ENSG00000288504	51087.0
HG2087_PATCH	65364	70828	EIF5A	ENSG00000288145	1984.0
HG2087_PATCH	69689	73929	GPS2	ENSG00000288325	2874.0
HG2087_PATCH	71026	77539		ENSG00000288456	
HG2087_PATCH	73993	87758	NEURL4	ENSG00000288301	84461.0
HG2087_PATCH	88817	93778		ENSG00000288279	
HG2087_PATCH	94894	109842	ACAP1	ENSG00000288169	9744.0
HG2087_PATCH	110254	113309	KCTD11	ENSG00000288399	147040.0
HG2087_PATCH	111052	113309		ENSG00000288409	
HG2087_PATCH	113488	115584	TMEM95	ENSG00000288511	339168.0
HG2088_PATCH	81203	115135	KPNA7	ENSG00000284068	402569.0
HG2095_PATCH	32297	40131	LINC02783	ENSG00000281226	400743.0
HG2095_PATCH	35746	44247		ENSG00000283081	
HG2095_PATCH	47642	88521	PADI1	ENSG00000281459	29943.0
HG2095_PATCH	91612	126747	PADI3	ENSG00000280549	51702.0
HG2095_PATCH	120403	120489	MIR3972	ENSG00000281810	100616188.0
HG2095_PATCH	153419	209227	PADI4	ENSG00000280908	23569.0
HG2095_PATCH	217419	246922	PADI6	ENSG00000280949	353238.0
HG2095_PATCH	251983	252605	RCC2-AS1	ENSG00000281391	114515514.0
HG2095_PATCH	251983	284900	RCC2	ENSG00000281540	55920.0
HG2104_PATCH	2426	47592	SLC16A1	ENSG00000281917	6566.0
HG2104_PATCH	14002	14916	AKR7A2P1	ENSG00000280751	
HG2104_PATCH	47180	47331		ENSG00000284271	
HG2111_PATCH	10808	11917	ST13P5	ENSG00000288248	
HG2111_PATCH	15086	18803	SAA1	ENSG00000288411	6288.0
HG2111_PATCH	15219	15336	RNA5SP334	ENSG00000288479	
HG2111_PATCH	27494	71024	HPS5	ENSG00000288445	11234.0
HG2111_PATCH	71121	115871	GTF2H1	ENSG00000288114	2965.0
HG2111_PATCH	139239	139312	MIR3159	ENSG00000288358	100423016.0
HG2111_PATCH	146012	159877	LDHA	ENSG00000288299	3939.0
HG2111_PATCH	157061	158183		ENSG00000288379	
HG2114_PATCH	23	6802	KBTBD4	ENSG00000284900	55709.0
HG2114_PATCH	4297	4414	RNU5E-10P	ENSG00000285092	
HG2114_PATCH	5551	6103		ENSG00000285139	
HG2114_PATCH	14519	17020	FAM180B	ENSG00000284938	399888.0
HG2114_PATCH	17493	22237	C1QTNF4	ENSG00000284838	114900.0
HG2114_PATCH	45141	74973	MTCH2	ENSG00000285121	23788.0
HG2114_PATCH	91958	147756	AGBL2	ENSG00000285501	79841.0
HG2114_PATCH	148861	199810	FNBP4	ENSG00000285182	23360.0
HG2114_PATCH	159261	159359	Y_RNA	ENSG00000285489	
HG2114_PATCH	228536	228746		ENSG00000285503	
HG2114_PATCH	236663	236769	RNA5SP340	ENSG00000285046	
HG2114_PATCH	252567	252656	Y_RNA	ENSG00000285031	
HG2114_PATCH	273691	274049	YPEL5P2	ENSG00000284852	
HG2115_PATCH	26511	146600	PPFIA1	ENSG00000288198	8500.0
HG2115_PATCH	34742	35118	H2AZP4	ENSG00000288378	
HG2115_PATCH	38188	119189		ENSG00000288343	
HG2115_PATCH	39776	39891	MIR548K	ENSG00000288233	100313770.0
HG2115_PATCH	75749	77236		ENSG00000288267	
HG2115_PATCH	80692	83030		ENSG00000288163	
HG2115_PATCH	114019	114498		ENSG00000288420	
HG2115_PATCH	133534	159776	CTTN-DT	ENSG00000288166	
HG2115_PATCH	159692	197872	CTTN	ENSG00000288401	2017.0
HG2116_PATCH	107798	108262	NDUFB11P1	ENSG00000283114	
HG2116_PATCH	138262	139016	PGAM1P9	ENSG00000283062	
HG2118_PATCH	14855	15752		ENSG00000291503	
HG2118_PATCH	46805	49018		ENSG00000291504	124904072.0
HG2118_PATCH	59543	125319	CCDC40	ENSG00000291505	55036.0
HG2118_PATCH	70359	94455		ENSG00000291512	
HG2118_PATCH	123534	123583	MIR1268B	ENSG00000291506	100616121.0
HG2118_PATCH	126262	144587	GAA	ENSG00000291507	2548.0
HG2118_PATCH	159075	171857	EIF4A3	ENSG00000291508	9775.0
HG2118_PATCH	171956	173302		ENSG00000291509	
HG2118_PATCH	174333	174504		ENSG00000291510	
HG2118_PATCH	225379	230655		ENSG00000291511	
HG2121_PATCH	10054	10808	PIMREGP3	ENSG00000288332	
HG2121_PATCH	25225	72124	CASP8AP2	ENSG00000288475	9994.0
HG2121_PATCH	36674	36769	Y_RNA	ENSG00000288443	
HG2121_PATCH	74232	74566	RPL22P14	ENSG00000288421	
HG2121_PATCH	83844	85536		ENSG00000288402	
HG2121_PATCH	92157	119448	GJA10	ENSG00000288435	84694.0
HG2121_PATCH	95971	96080	Y_RNA	ENSG00000288500	
HG2128_PATCH	13186	13289	RNU6-280P	ENSG00000252303	
HG2128_PATCH	97554	97662	Y_RNA	ENSG00000281771	
HG2133_PATCH	43650	44010		ENSG00000284833	
HG2133_PATCH	44976	45914	WDR82P1	ENSG00000285086	
HG2140_PATCH	5679	28905	LINC01822	ENSG00000291515	645949.0
HG2158_PATCH	14578	64819	NXNL2	ENSG00000291520	158046.0
HG2158_PATCH	107608	132725		ENSG00000291519	
HG2158_PATCH	107608	132725		ENSG00000292257	
HG2158_PATCH	221313	289985		ENSG00000291517	
HG2158_PATCH	221333	289985		ENSG00000292255	
HG2158_PATCH	232109	232178	MIR4289	ENSG00000291518	100423015.0
HG2176_PATCH	129500	130277		ENSG00000291521	
HG2191_PATCH	26286	26806		ENSG00000281256	
HG2191_PATCH	29603	237300	KAT6B	ENSG00000281813	23522.0
HG2191_PATCH	207731	229850		ENSG00000281770	
HG2191_PATCH	228151	228927		ENSG00000281086	
HG2191_PATCH	242512	263190	DUSP29	ENSG00000281660	338599.0
HG2191_PATCH	246552	260430		ENSG00000285951	
HG2198_PATCH	1135	4297	ISLR	ENSG00000288508	3671.0
HG2198_PATCH	6891	39692	STRA6	ENSG00000288257	64220.0
HG2198_PATCH	30130	165741	CCDC33	ENSG00000288407	80125.0
HG2198_PATCH	128772	133796		ENSG00000288132	
HG2198_PATCH	132274	133612		ENSG00000288365	
HG2198_PATCH	140785	148957		ENSG00000288125	124903525.0
HG2198_PATCH	167028	196915	CYP11A1	ENSG00000288362	1583.0
HG2198_PATCH	180037	193889		ENSG00000293364	
HG2198_PATCH	190821	191310	PPIAP46	ENSG00000288314	729739.0
HG2198_PATCH	194704	200480		ENSG00000288150	
HG2198_PATCH	203947	204780		ENSG00000288179	
HG2198_PATCH	208352	219804	LINC02255	ENSG00000288178	
HG2198_PATCH	238558	263227	SEMA7A	ENSG00000288455	8482.0
HG2198_PATCH	240626	240701	MIR6881	ENSG00000288497	102465530.0
HG2198_PATCH	258714	260718		ENSG00000288212	
HG2198_PATCH	275246	290451	UBL7	ENSG00000288408	84993.0
HG2198_PATCH	290534	342905	UBL7-DT	ENSG00000288390	440288.0
HG2198_PATCH	307339	319555		ENSG00000293365	
HG2198_PATCH	310294	310667		ENSG00000288227	
HG2198_PATCH	318871	346228		ENSG00000288276	
HG2198_PATCH	320228	320297		ENSG00000288341	124900366.0
HG2213_PATCH	24050	352487	CTIF	ENSG00000282825	9811.0
HG2213_PATCH	49814	53361		ENSG00000283080	
HG2213_PATCH	155651	155719	MIR4743	ENSG00000282900	100616366.0
HG2213_PATCH	162845	177689		ENSG00000282959	
HG2213_PATCH	244963	245588		ENSG00000283002	
HG2213_PATCH	315321	324040		ENSG00000282923	
HG2217_PATCH	15934	16230	Metazoa_SRP	ENSG00000281029	
HG2217_PATCH	16160	16255	Y_RNA	ENSG00000283318	
HG2217_PATCH	16424	19604	CENATAC-DT	ENSG00000281705	
HG2217_PATCH	19738	37393	CENATAC	ENSG00000280975	338657.0
HG2217_PATCH	24612	25046	RPL23AP64	ENSG00000281913	
HG2217_PATCH	25342	26493		ENSG00000280582	
